,code,name,carrier,late aircraft,national aviation system,security,weather,cancelled,delayed,diverted,on time,total,carrier,late aircraft,national aviation system,security,total,weather,month
50518,ORD,"Chicago, IL: Chicago O'Hare International",325,243,431,0,40,129,1039,9,3195,4372,19457,20846,25020,0,68679,3356,1
50519,BOS,"Boston, MA: Logan International",70,40,43,0,15,50,169,1,491,711,3585,3493,1666,0,9720,976,1
50520,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",54,23,31,0,3,15,111,0,397,523,2238,1591,945,0,4956,182,1
50521,DEN,"Denver, CO: Denver International",281,215,287,0,37,58,820,4,2890,3772,15032,16967,10123,0,44683,2561,1
50522,PDX,"Portland, OR: Portland International",52,25,12,0,4,4,94,2,278,378,2277,1327,536,0,4395,255,1
50523,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",58,26,38,0,5,7,127,1,418,553,2867,2167,3043,0,8524,447,1
50524,LGA,"New York, NY: LaGuardia",47,28,108,0,13,52,196,5,467,720,2652,2668,7360,0,13686,1006,1
50525,IAD,"Washington, DC: Washington Dulles International",115,86,54,0,17,17,271,5,1044,1337,5730,7664,2015,0,16396,987,1
50526,SAN,"San Diego, CA: San Diego International",54,34,11,0,5,7,104,0,459,570,2461,2313,516,0,6075,785,1
50527,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",33,14,8,0,3,7,57,0,227,291,1712,1115,258,0,3203,118,1
50528,MIA,"Miami, FL: Miami International",56,20,20,0,5,10,102,0,256,368,2515,1501,876,0,5102,210,1
50529,TPA,"Tampa, FL: Tampa International",59,30,30,0,7,10,126,0,426,562,2489,2084,1198,0,6235,464,1
50530,DCA,"Washington, DC: Ronald Reagan Washington National",24,10,13,0,8,3,55,0,248,306,1347,1243,514,0,3719,615,1
50531,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",32,12,7,0,5,3,56,0,121,180,1642,903,270,0,3340,525,1
50532,LAS,"Las Vegas, NV: McCarran International",78,50,39,0,11,12,177,1,860,1050,3713,2913,1674,0,8903,603,1
50533,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19,7,15,0,4,15,45,0,159,219,921,469,630,0,2175,155,1
50534,PHL,"Philadelphia, PA: Philadelphia International",21,18,28,0,8,14,74,0,191,279,1009,1056,1707,0,4473,701,1
50535,JFK,"New York, NY: John F. Kennedy International",16,13,37,0,0,17,66,0,292,375,1056,1052,1971,0,4079,0,1
50536,DTW,"Detroit, MI: Detroit Metro Wayne County",4,4,2,0,3,0,13,0,34,47,358,619,82,0,1386,327,1
50537,CLT,"Charlotte, NC: Charlotte Douglas International",1,1,1,0,2,0,5,0,18,23,23,131,145,0,485,186,1
50538,BOS,"Boston, MA: Logan International",76,86,123,0,6,138,291,0,989,1418,3548,5128,4584,0,13662,402,1
50539,CLT,"Charlotte, NC: Charlotte Douglas International",341,297,518,4,23,129,1183,3,6405,7720,17699,15818,15336,131,50965,1981,1
50540,MCO,"Orlando, FL: Orlando International",41,49,62,1,1,12,154,1,624,791,2067,2810,2321,20,7328,110,1
50541,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",220,133,269,2,24,47,649,11,3740,4447,14421,8094,13577,173,38349,2084,1
50542,SAN,"San Diego, CA: San Diego International",16,8,12,0,0,2,35,0,242,279,872,474,338,0,1684,0,1
50543,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,15,37,0,0,5,83,0,327,415,1755,859,1189,0,3813,10,1
50544,JFK,"New York, NY: John F. Kennedy International",27,12,36,0,0,10,76,0,164,250,1285,790,1682,4,3761,0,1
50545,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",23,24,49,0,1,11,97,0,405,513,1183,1010,1681,3,3931,54,1
50546,LAX,"Los Angeles, CA: Los Angeles International",30,19,40,1,1,9,91,1,472,573,1640,1040,1239,15,3975,41,1
50547,SLC,"Salt Lake City, UT: Salt Lake City International",14,12,10,0,0,3,36,0,174,213,718,674,314,0,1706,0,1
50548,MSP,"Minneapolis, MN: Minneapolis-St Paul International",30,13,37,1,0,8,81,0,277,366,1331,865,1176,19,3407,16,1
50549,DCA,"Washington, DC: Ronald Reagan Washington National",83,96,147,2,7,101,335,4,1232,1672,4389,6860,5635,47,17322,391,1
50550,PHL,"Philadelphia, PA: Philadelphia International",181,161,402,1,14,202,758,8,2584,3552,9772,10218,16112,25,37457,1330,1
50551,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",34,31,47,1,0,12,112,0,401,525,2095,1469,1620,21,5214,9,1
50552,EWR,"Newark, NJ: Newark Liberty International",17,14,33,0,0,15,65,1,242,323,1246,958,2071,0,4275,0,1
50553,LAS,"Las Vegas, NV: McCarran International",28,17,25,0,1,9,70,1,420,500,1253,1071,1010,0,3361,27,1
50554,ORD,"Chicago, IL: Chicago O'Hare International",51,21,76,1,0,18,149,1,466,634,2297,1335,2981,53,6700,34,1
50555,LGA,"New York, NY: LaGuardia",34,50,127,1,5,125,218,4,661,1008,1646,2613,6154,37,11088,638,1
50556,SEA,"Seattle, WA: Seattle/Tacoma International",15,6,24,0,0,1,45,7,171,224,563,359,645,0,1567,0,1
50557,MIA,"Miami, FL: Miami International",31,18,23,0,1,5,72,2,260,339,1621,757,869,0,3311,64,1
50558,TPA,"Tampa, FL: Tampa International",39,20,33,2,1,14,95,0,485,594,2586,1314,1139,67,5182,76,1
50559,SFO,"San Francisco, CA: San Francisco International",38,11,47,0,1,6,98,1,322,427,1666,690,1908,3,4354,87,1
50560,DEN,"Denver, CO: Denver International",28,14,30,0,0,7,72,0,297,376,1353,956,1102,0,3418,7,1
50561,DTW,"Detroit, MI: Detroit Metro Wayne County",24,8,15,1,0,3,48,0,237,288,1457,434,450,62,2425,22,1
50562,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",33,23,38,2,0,10,95,0,441,546,1758,1350,1336,45,4502,13,1
50563,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",33,13,16,1,0,1,63,0,261,325,1447,942,454,42,2885,0,1
50564,PDX,"Portland, OR: Portland International",12,5,5,0,0,1,22,0,126,149,849,98,107,0,1056,2,1
50565,SAN,"San Diego, CA: San Diego International",3,10,2,0,1,0,16,0,122,138,105,614,42,0,773,12,1
50566,IAD,"Washington, DC: Washington Dulles International",7,3,4,0,9,0,23,0,94,117,326,234,150,0,918,208,1
50567,LAX,"Los Angeles, CA: Los Angeles International",38,42,17,2,16,13,114,0,883,1010,2611,2297,671,55,6373,739,1
50568,SFO,"San Francisco, CA: San Francisco International",40,51,119,1,12,14,224,2,1109,1349,2088,3432,7598,29,13556,409,1
50569,JFK,"New York, NY: John F. Kennedy International",18,8,19,0,16,17,61,0,263,341,862,474,1480,0,3440,624,1
50570,EWR,"Newark, NJ: Newark Liberty International",4,6,14,0,15,6,39,0,99,144,113,367,847,0,1836,509,1
50571,ORD,"Chicago, IL: Chicago O'Hare International",4,0,4,0,5,0,13,0,61,74,142,0,162,0,430,126,1
50572,SEA,"Seattle, WA: Seattle/Tacoma International",10,16,1,0,1,0,28,0,164,192,383,709,48,0,1155,15,1
50573,LAS,"Las Vegas, NV: McCarran International",11,15,16,0,1,3,43,2,292,340,560,602,856,0,2052,34,1
50574,DCA,"Washington, DC: Ronald Reagan Washington National",4,2,3,0,6,3,15,0,93,111,234,66,74,0,498,124,1
50575,MCO,"Orlando, FL: Orlando International",0,1,0,0,4,0,6,0,25,31,2,35,0,0,122,85,1
50576,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",9,4,3,1,10,2,27,0,138,167,351,210,77,68,984,278,1
50577,BOS,"Boston, MA: Logan International",8,2,5,0,8,5,22,0,100,127,341,224,208,0,955,182,1
50578,PDX,"Portland, OR: Portland International",2,3,0,0,0,0,5,0,26,31,89,120,1,0,210,0,1
50579,LGA,"New York, NY: LaGuardia",3,3,23,0,5,7,35,0,68,110,163,263,2172,0,2797,199,1
50580,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",213,269,209,2,13,67,706,12,2887,3672,10075,14820,7172,55,33100,978,1
50581,BOS,"Boston, MA: Logan International",60,68,31,0,5,51,164,4,503,722,3119,3750,1114,0,8192,209,1
50582,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",235,465,183,0,22,133,905,12,4199,5249,10359,24666,5875,0,42352,1452,1
50583,CLT,"Charlotte, NC: Charlotte Douglas International",19,12,7,0,0,1,38,0,109,148,697,642,297,0,1638,2,1
50584,DCA,"Washington, DC: Ronald Reagan Washington National",54,89,33,0,5,78,181,4,1051,1314,2524,4228,1190,0,8265,323,1
50585,DEN,"Denver, CO: Denver International",261,372,200,1,24,25,858,10,3750,4643,14340,20465,6834,50,42911,1222,1
50586,DTW,"Detroit, MI: Detroit Metro Wayne County",47,63,22,0,3,7,135,0,407,549,2094,3213,844,0,6417,266,1
50587,EWR,"Newark, NJ: Newark Liberty International",37,39,36,0,8,46,120,2,335,503,2183,2179,1491,0,6723,870,1
50588,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",104,126,49,1,9,20,288,0,1425,1733,5150,7122,1936,10,14983,765,1
50589,IAD,"Washington, DC: Washington Dulles International",11,21,8,1,0,4,41,1,159,205,580,1292,317,35,2230,6,1
50590,LAS,"Las Vegas, NV: McCarran International",237,532,176,2,31,41,978,5,4958,5982,10858,26347,8253,48,47677,2171,1
50591,LAX,"Los Angeles, CA: Los Angeles International",179,303,107,0,5,63,594,2,2630,3289,8231,15841,3159,23,27442,188,1
50592,LGA,"New York, NY: LaGuardia",55,64,116,0,22,87,258,7,566,918,3158,3815,6038,0,14408,1397,1
50593,MCO,"Orlando, FL: Orlando International",183,264,135,0,11,48,593,2,2719,3362,11007,14926,4942,0,32004,1129,1
50594,MDW,"Chicago, IL: Chicago Midway International",306,501,287,3,35,206,1131,63,4875,6275,15899,27009,10331,72,56062,2751,1
50595,MSP,"Minneapolis, MN: Minneapolis-St Paul International",57,72,37,1,2,7,170,0,470,647,2051,4155,1171,9,7752,366,1
50596,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",258,378,181,4,34,25,855,1,3902,4783,13182,18776,8623,102,43765,3082,1
50597,SAN,"San Diego, CA: San Diego International",141,297,58,1,7,22,504,1,2194,2721,5412,15583,1611,26,23248,616,1
50598,SEA,"Seattle, WA: Seattle/Tacoma International",66,78,31,0,1,1,176,2,610,789,2675,4078,1123,0,7932,56,1
50599,SFO,"San Francisco, CA: San Francisco International",65,125,83,0,15,45,288,4,908,1245,3263,6950,4987,0,16458,1258,1
50600,SLC,"Salt Lake City, UT: Salt Lake City International",79,91,18,0,0,2,187,0,626,815,3098,4276,624,0,7998,0,1
50601,TPA,"Tampa, FL: Tampa International",130,163,80,0,7,28,380,0,1912,2320,5635,9517,3066,10,18797,569,1
50602,PDX,"Portland, OR: Portland International",64,87,21,0,1,0,173,1,619,793,2370,4277,689,0,7479,143,1
50603,PHL,"Philadelphia, PA: Philadelphia International",46,66,47,0,14,50,172,3,548,773,2818,3415,2352,0,9475,890,1
50604,JFK,"New York, NY: John F. Kennedy International",70,81,98,1,8,95,258,4,868,1225,5883,7604,5852,15,20062,708,2
50605,LAX,"Los Angeles, CA: Los Angeles International",141,132,199,2,45,82,519,7,1777,2385,15399,12835,8179,154,40564,3997,2
50606,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",460,615,686,2,94,914,1857,15,8411,11197,45816,49773,30432,60,136489,10408,2
50607,SFO,"San Francisco, CA: San Francisco International",60,31,97,0,19,38,206,0,545,789,4135,2236,4800,0,12411,1240,2
50608,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",28,9,16,0,4,20,58,1,279,358,1357,593,988,0,3763,825,2
50609,BOS,"Boston, MA: Logan International",44,38,107,0,20,111,209,0,449,769,2478,2594,5689,0,12285,1524,2
50610,DCA,"Washington, DC: Ronald Reagan Washington National",69,51,63,1,16,76,200,3,556,835,4178,3526,2346,21,12218,2147,2
50611,SAN,"San Diego, CA: San Diego International",34,18,24,0,12,19,88,0,280,387,1819,1461,1228,0,5747,1239,2
50612,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",28,19,26,0,8,20,81,1,350,452,1196,1223,1252,7,4628,950,2
50613,PHL,"Philadelphia, PA: Philadelphia International",22,9,21,0,2,15,54,0,183,252,818,371,1005,0,2403,209,2
50614,MIA,"Miami, FL: Miami International",223,196,337,1,54,110,812,16,2968,3906,16438,15150,12110,62,48069,4309,2
50615,CLT,"Charlotte, NC: Charlotte Douglas International",13,12,15,0,5,28,46,1,288,363,500,641,688,0,2394,565,2
50616,ORD,"Chicago, IL: Chicago O'Hare International",177,279,295,0,33,200,784,14,2588,3586,12161,20343,10577,0,46915,3834,2
50617,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",16,10,13,0,2,10,41,3,137,191,791,828,398,0,2191,174,2
50618,DEN,"Denver, CO: Denver International",32,23,51,0,11,19,116,1,306,442,1303,1155,2058,0,5783,1267,2
50619,MCO,"Orlando, FL: Orlando International",85,39,46,0,14,31,184,0,608,823,5187,2201,2124,0,10467,955,2
50620,SEA,"Seattle, WA: Seattle/Tacoma International",28,15,19,1,11,18,74,0,240,332,1651,735,633,17,3702,666,2
50621,DTW,"Detroit, MI: Detroit Metro Wayne County",16,10,14,0,1,11,40,1,169,221,1323,748,493,0,2794,230,2
50622,LAS,"Las Vegas, NV: McCarran International",44,37,52,0,18,28,150,0,609,787,2201,2391,2267,0,8261,1402,2
50623,SLC,"Salt Lake City, UT: Salt Lake City International",16,11,9,0,1,10,37,0,113,160,728,662,640,0,2208,178,2
50624,IAD,"Washington, DC: Washington Dulles International",10,6,14,1,0,8,32,1,146,187,445,182,406,38,1097,26,2
50625,TPA,"Tampa, FL: Tampa International",39,35,25,0,4,13,102,0,349,464,1587,2070,915,0,4887,315,2
50626,LGA,"New York, NY: LaGuardia",75,49,129,2,30,97,286,12,693,1088,3691,2833,4547,51,12857,1735,2
50627,EWR,"Newark, NJ: Newark Liberty International",21,14,43,0,1,24,79,1,194,298,915,889,2205,0,4083,74,2
50628,PDX,"Portland, OR: Portland International",10,5,6,0,0,8,22,0,74,104,614,448,245,6,1358,45,2
50629,IAH,"Houston, TX: George Bush Intercontinental/Houston",37,14,19,0,2,19,71,0,304,394,2327,635,908,0,4272,402,2
50630,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",29,11,10,0,7,17,56,0,236,309,1422,1227,562,0,3860,649,2
50631,MSP,"Minneapolis, MN: Minneapolis-St Paul International",25,18,27,0,9,15,80,0,232,327,1467,1064,1166,0,4280,583,2
50632,SEA,"Seattle, WA: Seattle/Tacoma International",84,187,181,1,9,22,461,4,3279,3766,4863,13882,5169,33,24841,894,2
50633,PDX,"Portland, OR: Portland International",26,55,49,0,4,10,134,1,885,1030,1814,3848,1356,0,7420,402,2
50634,SFO,"San Francisco, CA: San Francisco International",14,17,62,1,1,2,94,4,319,419,719,1465,4518,23,6841,116,2
50635,LAX,"Los Angeles, CA: Los Angeles International",30,14,46,0,4,0,95,0,462,557,1885,601,1720,0,4512,306,2
50636,SAN,"San Diego, CA: San Diego International",16,19,16,0,0,3,51,0,338,392,691,1571,405,0,2677,10,2
50637,LAS,"Las Vegas, NV: McCarran International",13,10,14,1,0,0,37,0,319,356,1007,518,494,14,2033,0,2
50638,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",16,7,8,0,0,0,31,0,173,204,888,204,224,0,1316,0,2
50639,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6,0,4,1,0,0,11,0,85,96,171,0,87,23,289,8,2
50640,ORD,"Chicago, IL: Chicago O'Hare International",1,1,10,0,0,1,12,0,71,84,38,26,787,0,851,0,2
50641,DEN,"Denver, CO: Denver International",3,3,4,0,0,0,10,0,102,112,153,81,223,0,457,0,2
50642,SLC,"Salt Lake City, UT: Salt Lake City International",5,9,0,0,1,0,15,0,177,192,403,727,6,0,1159,23,2
50643,IAH,"Houston, TX: George Bush Intercontinental/Houston",0,0,2,0,0,0,2,0,26,28,8,0,31,0,39,0,2
50644,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",0,1,0,0,0,0,1,0,27,28,0,19,0,0,19,0,2
50645,MCO,"Orlando, FL: Orlando International",3,0,1,0,0,0,4,0,52,56,94,0,39,0,133,0,2
50646,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,2
50647,BOS,"Boston, MA: Logan International",1,1,11,0,0,11,13,1,71,96,12,55,596,0,663,0,2
50648,DCA,"Washington, DC: Ronald Reagan Washington National",2,2,5,0,2,0,11,0,97,108,138,107,450,0,978,283,2
50649,TPA,"Tampa, FL: Tampa International",2,1,0,0,0,0,3,0,25,28,51,105,0,0,156,0,2
50650,DTW,"Detroit, MI: Detroit Metro Wayne County",1,0,2,0,0,0,3,0,25,28,45,0,61,0,106,0,2
50651,EWR,"Newark, NJ: Newark Liberty International",4,2,2,0,1,2,9,0,41,52,223,106,145,0,495,21,2
50652,PHL,"Philadelphia, PA: Philadelphia International",1,1,2,0,0,0,4,0,24,28,50,38,298,0,386,0,2
50653,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",0,1,1,0,0,0,2,0,26,28,0,32,14,0,46,0,2
50654,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1,0,0,0,0,0,1,0,27,28,39,0,0,0,39,0,2
50655,BOS,"Boston, MA: Logan International",225,466,353,0,23,350,1068,11,1652,3081,16003,33706,20985,22,73566,2850,2
50656,PHL,"Philadelphia, PA: Philadelphia International",10,13,11,0,2,18,36,0,64,118,752,955,559,0,2440,174,2
50657,JFK,"New York, NY: John F. Kennedy International",256,442,286,2,9,177,995,17,2011,3200,17303,34038,16094,221,68446,790,2
50658,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",163,172,191,2,14,72,542,2,903,1519,10037,13078,7701,77,32701,1808,2
50659,LAS,"Las Vegas, NV: McCarran International",31,29,22,0,4,11,86,2,201,300,2078,2320,1199,0,6342,745,2
50660,MCO,"Orlando, FL: Orlando International",158,159,185,1,16,67,519,0,885,1471,11492,12623,7813,43,33280,1309,2
50661,SAN,"San Diego, CA: San Diego International",11,3,13,0,5,8,32,3,56,99,547,113,588,0,1572,324,2
