,code,name,carrier,late aircraft,national aviation system,security,weather,cancelled,delayed,diverted,on time,total,carrier,late aircraft,national aviation system,security,total,weather,month
51948,TPA,"Tampa, FL: Tampa International",11,10,8,0,0,1,30,0,88,119,1125,1250,550,0,2927,2,6
51949,CLT,"Charlotte, NC: Charlotte Douglas International",4,7,3,0,0,0,14,0,46,60,521,445,110,0,1076,0,6
51950,IAD,"Washington, DC: Washington Dulles International",20,21,32,0,0,2,73,0,135,210,1110,1863,1837,0,4810,0,6
51951,MIA,"Miami, FL: Miami International",17,12,29,0,1,0,60,0,120,180,1019,1093,1900,0,4154,142,6
51952,DCA,"Washington, DC: Ronald Reagan Washington National",2,3,14,0,0,1,19,0,68,88,147,188,742,0,1077,0,6
51953,SEA,"Seattle, WA: Seattle/Tacoma International",9,0,0,0,0,0,9,0,51,60,353,2,0,0,355,0,6
51954,LAX,"Los Angeles, CA: Los Angeles International",20,0,0,0,0,0,20,0,148,168,468,0,0,0,468,0,6
51955,LAS,"Las Vegas, NV: McCarran International",11,0,0,0,0,0,11,0,61,72,330,0,0,0,330,0,6
51956,SFO,"San Francisco, CA: San Francisco International",9,2,1,0,0,0,12,0,48,60,266,25,20,0,311,0,6
51957,SAN,"San Diego, CA: San Diego International",6,0,0,0,0,0,6,0,24,30,206,0,0,0,206,0,6
51958,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",13,2,0,0,0,0,15,0,15,30,634,55,0,0,689,0,6
51959,JFK,"New York, NY: John F. Kennedy International",7,0,0,0,0,0,7,0,23,30,179,0,0,0,179,0,6
51960,ORD,"Chicago, IL: Chicago O'Hare International",228,500,559,2,72,436,1360,18,4340,6154,22355,29728,34880,33,96967,9971,6
51961,PDX,"Portland, OR: Portland International",6,0,0,0,0,0,6,0,24,30,185,0,0,0,185,0,6
51962,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",220,457,388,2,70,126,1137,40,3530,4833,21458,28635,17527,65,75410,7725,6
51963,DTW,"Detroit, MI: Detroit Metro Wayne County",17,17,19,0,2,13,55,0,105,173,861,1065,794,0,2871,151,6
51964,MIA,"Miami, FL: Miami International",30,41,19,0,2,9,92,1,352,454,2355,3184,658,0,6290,93,6
51965,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10,15,16,0,0,11,41,0,113,165,351,515,536,0,1418,16,6
51966,LGA,"New York, NY: LaGuardia",46,78,139,0,6,101,269,6,529,905,3115,4524,8172,23,17108,1274,6
51967,JFK,"New York, NY: John F. Kennedy International",17,23,33,0,0,25,73,0,235,333,1558,1539,1896,0,4993,0,6
51968,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",7,2,4,0,0,5,14,0,91,110,253,141,182,0,593,17,6
51969,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1,0,1,0,0,0,2,0,1,3,36,0,48,0,84,0,6
51970,EWR,"Newark, NJ: Newark Liberty International",5,5,6,0,1,8,17,0,25,50,263,255,361,0,906,27,6
51971,LAX,"Los Angeles, CA: Los Angeles International",0,4,0,0,3,0,7,0,20,27,11,180,0,0,426,235,6
51972,DCA,"Washington, DC: Ronald Reagan Washington National",1,4,1,0,0,3,6,0,21,30,76,227,20,0,323,0,6
51973,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",110,151,156,7,3,46,427,0,535,1008,6964,13949,10313,178,31739,335,6
51974,MCO,"Orlando, FL: Orlando International",66,47,45,0,1,7,158,2,210,377,4850,3676,3357,14,11970,73,6
51975,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,52,64,2,1,14,177,4,174,369,4429,4728,4642,55,14017,163,6
51976,BOS,"Boston, MA: Logan International",26,27,36,0,0,8,89,0,143,240,2272,2984,2172,0,7501,73,6
51977,LGA,"New York, NY: LaGuardia",26,26,69,0,1,31,122,2,175,330,2051,1856,4373,3,8328,45,6
51978,LAX,"Los Angeles, CA: Los Angeles International",54,78,60,0,1,20,193,0,177,390,4263,7469,5155,0,16963,76,6
51979,DTW,"Detroit, MI: Detroit Metro Wayne County",70,127,112,1,8,22,317,0,269,608,5332,13757,7910,15,27791,777,6
51980,LAS,"Las Vegas, NV: McCarran International",94,136,127,2,5,33,364,1,442,840,7173,11960,8905,72,28741,631,6
51981,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",41,41,43,1,3,17,130,1,135,283,2704,3851,2957,28,9901,361,6
51982,MSP,"Minneapolis, MN: Minneapolis-St Paul International",38,51,67,0,4,24,160,1,115,300,2580,4397,4438,10,11690,265,6
51983,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",83,145,124,1,5,41,359,2,427,829,6346,14350,8362,17,29747,672,6
51984,SAN,"San Diego, CA: San Diego International",20,16,17,1,0,7,53,0,120,180,1019,1077,1000,9,3105,0,6
51985,DEN,"Denver, CO: Denver International",51,55,59,0,2,16,167,3,204,390,4477,5602,4162,0,14425,184,6
51986,IAH,"Houston, TX: George Bush Intercontinental/Houston",59,78,107,0,2,32,246,1,232,511,4510,7904,7238,5,19858,201,6
51987,TPA,"Tampa, FL: Tampa International",23,23,30,0,1,14,78,0,63,155,1795,2848,2723,0,7535,169,6
51988,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5,11,4,0,0,2,20,0,38,60,325,1077,211,0,1613,0,6
51989,ORD,"Chicago, IL: Chicago O'Hare International",102,142,314,2,16,66,575,3,346,990,8798,14050,22657,80,47031,1446,6
51990,PHL,"Philadelphia, PA: Philadelphia International",21,28,33,0,1,10,83,0,40,133,1793,3337,2601,0,7907,176,6
51991,PDX,"Portland, OR: Portland International",15,14,14,0,1,6,45,0,39,90,807,1048,1008,0,2988,125,6
51992,DTW,"Detroit, MI: Detroit Metro Wayne County",48,61,68,0,18,22,196,5,674,897,4954,4524,2582,0,13233,1173,6
51993,MSP,"Minneapolis, MN: Minneapolis-St Paul International",86,218,159,3,24,38,490,2,2079,2609,9301,15262,5311,77,32586,2635,6
51994,LAX,"Los Angeles, CA: Los Angeles International",122,378,284,0,8,60,793,2,2490,3345,9559,22320,9305,0,41938,754,6
51995,SEA,"Seattle, WA: Seattle/Tacoma International",46,82,34,0,2,12,164,0,982,1158,4163,4860,945,0,10170,202,6
51996,SLC,"Salt Lake City, UT: Salt Lake City International",139,203,106,2,21,25,471,5,3487,3988,12650,12025,3059,88,28650,828,6
51997,ORD,"Chicago, IL: Chicago O'Hare International",159,473,428,2,28,230,1089,14,2508,3841,16611,34888,29729,118,84020,2674,6
51998,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",44,41,34,0,4,5,122,1,290,418,2803,2785,2092,22,8080,378,6
51999,SFO,"San Francisco, CA: San Francisco International",76,298,165,0,8,72,546,0,2315,2933,7289,19093,9256,0,36427,789,6
52000,SAN,"San Diego, CA: San Diego International",37,55,26,0,0,6,118,0,447,571,2190,3080,866,0,6136,0,6
52001,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",70,150,61,0,2,36,283,3,1574,1896,7230,10453,1643,0,19412,86,6
52002,PDX,"Portland, OR: Portland International",22,26,4,1,1,6,54,0,378,438,1205,1638,146,19,3023,15,6
52003,DEN,"Denver, CO: Denver International",147,391,330,1,27,83,896,32,3242,4253,14380,24924,16111,17,58726,3294,6
52004,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21,23,15,0,5,14,65,3,228,310,1637,1249,639,8,3970,437,6
52005,DCA,"Washington, DC: Ronald Reagan Washington National",9,8,12,0,0,5,29,1,75,110,953,769,851,0,2590,17,6
52006,CLT,"Charlotte, NC: Charlotte Douglas International",7,3,15,0,0,5,25,0,27,57,503,200,524,0,1278,51,6
52007,IAH,"Houston, TX: George Bush Intercontinental/Houston",73,140,104,0,11,45,329,6,1095,1475,7076,9597,4733,0,22135,729,6
52008,IAD,"Washington, DC: Washington Dulles International",0,2,3,0,0,1,6,0,45,52,12,97,216,0,325,0,6
52009,LAS,"Las Vegas, NV: McCarran International",15,12,2,0,0,4,29,0,141,174,1214,625,40,0,1879,0,6
52010,MIA,"Miami, FL: Miami International",0,0,3,0,0,0,3,0,2,5,7,6,67,0,80,0,6
52011,MDW,"Chicago, IL: Chicago Midway International",1,1,2,0,0,0,4,0,38,42,76,136,84,0,296,0,6
52012,LGA,"New York, NY: LaGuardia",0,1,0,0,0,0,1,0,7,8,0,120,0,0,120,0,6
52013,BOS,"Boston, MA: Logan International",4,0,0,0,0,0,4,0,25,29,193,0,13,0,206,0,6
52014,DCA,"Washington, DC: Ronald Reagan Washington National",55,59,31,0,6,21,152,5,314,492,3539,5670,2087,0,11772,476,6
52015,ORD,"Chicago, IL: Chicago O'Hare International",511,658,660,0,46,197,1876,40,3657,5770,32106,57522,44395,0,138517,4494,6
52016,SFO,"San Francisco, CA: San Francisco International",447,475,242,0,39,117,1203,10,3175,4505,28418,37413,11254,0,79659,2574,6
52017,EWR,"Newark, NJ: Newark Liberty International",340,442,375,0,45,104,1202,20,2784,4110,21984,35427,26234,0,88408,4763,6
52018,MCO,"Orlando, FL: Orlando International",143,117,62,0,9,22,332,15,698,1067,8267,10156,3872,0,23393,1098,6
52019,IAD,"Washington, DC: Washington Dulles International",187,209,127,0,21,46,544,11,1317,1918,9726,17507,6735,0,35734,1766,6
52020,IAH,"Houston, TX: George Bush Intercontinental/Houston",476,516,348,0,54,138,1394,28,3671,5231,28400,47995,19504,0,100011,4112,6
52021,LAS,"Las Vegas, NV: McCarran International",117,117,35,0,13,19,282,3,705,1009,6890,9332,1717,0,18731,792,6
52022,BOS,"Boston, MA: Logan International",149,138,70,0,15,28,372,0,807,1207,8062,10145,3938,0,23366,1221,6
52023,DEN,"Denver, CO: Denver International",440,492,343,0,46,72,1320,41,3091,4524,28029,44753,17272,0,93773,3719,6
52024,LAX,"Los Angeles, CA: Los Angeles International",344,295,290,0,38,36,966,2,1755,2759,21610,23991,11227,0,59713,2885,6
52025,SEA,"Seattle, WA: Seattle/Tacoma International",159,126,63,0,18,24,366,3,607,1000,8515,9760,3019,0,22505,1211,6
52026,MSP,"Minneapolis, MN: Minneapolis-St Paul International",50,62,18,0,9,11,139,1,228,379,2976,5816,939,0,10323,592,6
52027,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,41,34,0,3,17,134,4,238,393,3149,2361,2048,0,7697,139,6
52028,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",63,47,22,0,5,10,136,0,255,401,3963,3597,1096,0,8999,343,6
52029,MIA,"Miami, FL: Miami International",30,29,11,0,1,3,71,2,133,209,1896,2664,460,0,5077,57,6
52030,JFK,"New York, NY: John F. Kennedy International",28,8,39,0,0,3,74,0,293,370,1845,902,4377,0,7124,0,6
52031,PHL,"Philadelphia, PA: Philadelphia International",42,46,38,0,6,3,132,5,230,370,2878,3674,2359,0,9515,604,6
52032,LGA,"New York, NY: LaGuardia",66,78,117,0,14,38,275,10,448,771,4389,6245,10013,0,21969,1322,6
52033,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",48,44,23,0,4,9,119,4,198,330,2664,4099,798,0,7824,263,6
52034,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",60,46,29,0,10,11,145,2,273,431,3853,4409,1490,0,10525,773,6
52035,TPA,"Tampa, FL: Tampa International",70,73,46,0,5,7,195,2,316,520,4417,7024,2453,0,14386,492,6
52036,PDX,"Portland, OR: Portland International",83,75,25,0,11,6,195,0,370,571,4850,6313,1610,0,13522,749,6
52037,SAN,"San Diego, CA: San Diego International",97,83,34,0,11,13,224,3,537,777,4435,5525,1514,0,12307,833,6
52038,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",44,40,21,0,2,4,107,0,273,384,1981,3696,929,0,6864,258,6
52039,SLC,"Salt Lake City, UT: Salt Lake City International",10,7,4,0,1,3,22,0,38,63,672,449,140,0,1281,20,6
52040,DTW,"Detroit, MI: Detroit Metro Wayne County",13,16,7,0,4,1,41,1,42,85,817,1472,379,0,2987,319,6
52041,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",24,20,41,1,3,1,88,2,228,319,1169,965,2216,11,4471,110,6
52042,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",268,236,253,2,23,36,782,8,4293,5119,19293,15410,8097,49,44767,1918,6
52043,CLT,"Charlotte, NC: Charlotte Douglas International",295,388,451,5,46,47,1186,9,6057,7299,17951,23250,16744,189,61909,3775,6
52044,SFO,"San Francisco, CA: San Francisco International",46,30,28,2,6,1,112,1,389,503,2920,2132,1180,127,6844,485,6
52045,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",56,30,36,1,3,0,126,3,421,550,3155,2285,1681,51,7443,271,6
52046,MSP,"Minneapolis, MN: Minneapolis-St Paul International",31,20,34,0,3,1,87,2,273,363,1702,939,1311,0,4161,209,6
52047,LAX,"Los Angeles, CA: Los Angeles International",60,31,77,1,5,2,174,1,542,719,2661,2174,2791,36,7984,322,6
52048,ORD,"Chicago, IL: Chicago O'Hare International",51,25,94,0,5,5,175,3,395,578,3618,1731,5831,5,11670,485,6
52049,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",39,31,38,1,2,1,111,0,326,438,2494,1978,1935,30,6604,167,6
52050,DEN,"Denver, CO: Denver International",56,30,47,1,6,1,140,5,293,439,3952,2125,1697,68,8393,551,6
52051,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",44,32,61,1,4,3,142,2,375,522,2383,2377,3689,23,8734,262,6
52052,JFK,"New York, NY: John F. Kennedy International",23,8,31,1,1,1,64,4,167,236,986,425,1870,25,3445,139,6
52053,PHL,"Philadelphia, PA: Philadelphia International",175,180,406,3,25,30,789,23,2722,3564,10826,11426,19087,80,43645,2226,6
52054,PDX,"Portland, OR: Portland International",29,15,17,0,3,1,64,0,168,233,1444,996,618,16,3262,188,6
52055,EWR,"Newark, NJ: Newark Liberty International",16,15,67,0,5,5,103,1,247,356,833,700,4596,0,6440,311,6
52056,SEA,"Seattle, WA: Seattle/Tacoma International",29,19,35,1,5,1,89,0,311,401,1575,1030,1154,14,4353,580,6
52057,LAS,"Las Vegas, NV: McCarran International",40,32,32,3,4,1,111,1,422,535,2227,1814,1325,141,5922,415,6
52058,SLC,"Salt Lake City, UT: Salt Lake City International",9,6,12,0,2,2,29,0,179,210,814,513,573,0,2058,158,6
52059,MCO,"Orlando, FL: Orlando International",56,52,62,1,6,4,177,4,591,776,3794,4239,2377,45,10894,439,6
52060,TPA,"Tampa, FL: Tampa International",35,23,45,1,6,1,110,1,484,596,2001,1377,2021,46,5940,495,6
52061,SAN,"San Diego, CA: San Diego International",31,9,13,0,1,3,55,0,265,323,1400,400,615,0,2440,25,6
52062,BOS,"Boston, MA: Logan International",87,78,129,0,8,37,302,1,1212,1552,4500,4750,7119,0,16896,527,6
52063,LGA,"New York, NY: LaGuardia",55,52,155,3,4,66,270,1,765,1102,2997,2612,11899,173,17853,172,6
52064,MIA,"Miami, FL: Miami International",29,12,22,2,3,1,68,0,231,300,1436,737,872,90,3283,148,6
52065,DCA,"Washington, DC: Ronald Reagan Washington National",89,78,165,1,10,54,343,8,1272,1677,4628,5496,8865,78,20212,1145,6
52066,IAH,"Houston, TX: George Bush Intercontinental/Houston",33,19,42,1,3,3,98,1,352,454,1996,1398,2709,18,6539,418,6
52067,DTW,"Detroit, MI: Detroit Metro Wayne County",23,13,27,0,2,0,64,0,218,282,1625,1038,1319,5,4119,132,6
52068,SFO,"San Francisco, CA: San Francisco International",60,115,70,0,16,10,261,2,1181,1454,3546,7227,3816,0,15237,648,6
52069,IAD,"Washington, DC: Washington Dulles International",10,4,5,0,5,0,24,2,122,148,320,123,277,0,892,172,6
52070,LAS,"Las Vegas, NV: McCarran International",12,38,5,0,2,0,57,0,266,323,468,1486,118,0,2117,45,6
52071,LAX,"Los Angeles, CA: Los Angeles International",57,64,69,0,20,3,211,1,865,1080,3161,4657,2868,0,11530,844,6
52072,SAN,"San Diego, CA: San Diego International",4,15,1,0,1,1,22,0,149,172,168,548,122,0,855,17,6
52073,JFK,"New York, NY: John F. Kennedy International",8,8,44,0,6,0,66,0,260,326,398,559,3838,0,5007,212,6
52074,EWR,"Newark, NJ: Newark Liberty International",9,9,21,0,3,0,42,2,136,180,612,279,1772,0,2741,78,6
52075,SEA,"Seattle, WA: Seattle/Tacoma International",7,10,1,1,1,0,20,0,174,194,359,554,17,35,987,22,6
52076,ORD,"Chicago, IL: Chicago O'Hare International",7,6,18,0,6,0,38,1,111,150,312,224,641,0,1327,150,6
52077,PDX,"Portland, OR: Portland International",0,1,0,0,0,0,1,0,29,30,0,146,0,0,146,0,6
52078,DCA,"Washington, DC: Ronald Reagan Washington National",6,5,14,0,13,0,37,0,75,112,236,429,871,0,1921,385,6
52079,MCO,"Orlando, FL: Orlando International",2,0,0,0,0,0,2,1,27,30,88,0,0,0,95,7,6
52080,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",3,4,0,0,1,0,8,0,53,61,64,97,6,0,189,22,6
52081,BOS,"Boston, MA: Logan International",4,3,10,0,5,0,22,0,154,176,89,100,679,0,1006,138,6
52082,LGA,"New York, NY: LaGuardia",7,4,26,0,10,2,47,0,59,108,329,194,2493,0,3538,522,6
52083,MCO,"Orlando, FL: Orlando International",232,394,128,3,34,49,791,48,2797,3685,14003,27743,6196,110,51737,3685,6
52084,MDW,"Chicago, IL: Chicago Midway International",443,697,481,4,163,215,1787,76,5497,7575,25551,43125,21017,147,103197,13357,6
52085,MSP,"Minneapolis, MN: Minneapolis-St Paul International",82,111,33,0,7,17,232,0,449,698,4393,5483,1276,0,11917,765,6
52086,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",251,361,200,2,48,66,862,23,2662,3613,15398,23805,8961,97,52419,4158,6
52087,BOS,"Boston, MA: Logan International",101,131,54,0,23,18,309,1,671,999,5728,8816,2654,0,19022,1824,6
52088,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",360,667,390,0,111,191,1528,72,4494,6285,21659,43070,18509,0,93169,9931,6
52089,CLT,"Charlotte, NC: Charlotte Douglas International",31,25,14,0,2,4,72,0,90,166,1931,1995,502,6,4716,282,6
52090,DCA,"Washington, DC: Ronald Reagan Washington National",87,133,54,0,22,48,296,11,925,1280,5184,9222,3385,0,19913,2122,6
52091,DEN,"Denver, CO: Denver International",337,566,281,3,100,35,1287,68,3954,5344,20545,33792,12539,181,75409,8352,6
52092,DTW,"Detroit, MI: Detroit Metro Wayne County",71,73,24,0,6,9,174,1,394,578,3679,4987,1115,0,10452,671,6
52093,EWR,"Newark, NJ: Newark Liberty International",61,58,44,0,19,10,181,2,307,500,4721,3841,3211,0,13614,1841,6
52094,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",137,151,56,0,21,20,365,8,1204,1597,7559,9542,2674,7,21429,1647,6
52095,IAD,"Washington, DC: Washington Dulles International",20,31,14,0,5,4,70,2,130,206,1160,1633,628,0,3857,436,6
52096,LAS,"Las Vegas, NV: McCarran International",345,772,155,1,28,40,1300,7,5087,6434,19712,42595,5290,53,69939,2289,6
52097,LAX,"Los Angeles, CA: Los Angeles International",310,460,250,1,15,117,1036,3,2420,3576,18050,27237,8888,15,55579,1389,6
52098,LGA,"New York, NY: LaGuardia",97,97,98,0,34,34,326,13,590,963,6218,5485,7575,0,22654,3376,6
52099,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",361,694,125,1,30,50,1211,8,3766,5035,17825,38617,4131,28,62575,1974,6
52100,SAN,"San Diego, CA: San Diego International",254,374,87,1,17,43,733,12,2154,2942,12632,18196,2498,46,34798,1426,6
52101,SEA,"Seattle, WA: Seattle/Tacoma International",143,162,45,0,8,7,358,1,939,1305,6776,9416,1704,0,18277,381,6
52102,SFO,"San Francisco, CA: San Francisco International",115,170,76,1,13,54,375,2,913,1344,6839,11095,2968,12,21600,686,6
52103,SLC,"Salt Lake City, UT: Salt Lake City International",101,121,24,0,4,4,250,2,543,799,5162,6747,965,0,13358,484,6
52104,TPA,"Tampa, FL: Tampa International",198,284,71,1,16,33,571,11,1797,2412,12385,17739,2823,50,34449,1452,6
52105,PDX,"Portland, OR: Portland International",98,172,22,0,2,3,295,0,796,1094,4737,9078,741,0,14720,164,6
52106,PHL,"Philadelphia, PA: Philadelphia International",63,78,61,0,18,11,221,7,462,701,3746,5465,3508,0,14435,1716,6
52107,SFO,"San Francisco, CA: San Francisco International",111,110,146,3,10,7,380,0,1062,1449,6362,7435,6497,137,21225,794,7
52108,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",580,818,375,2,73,64,1847,26,11224,13161,44979,64112,12157,63,126778,5467,7
52109,BOS,"Boston, MA: Logan International",142,188,174,2,22,41,527,0,2043,2611,8052,12075,7047,60,28778,1544,7
52110,ORD,"Chicago, IL: Chicago O'Hare International",253,343,430,0,37,49,1063,11,4178,5301,16427,26589,22941,0,68837,2880,7
52111,SEA,"Seattle, WA: Seattle/Tacoma International",58,64,46,1,4,2,174,0,797,973,3574,4878,2006,90,10798,250,7
52112,DTW,"Detroit, MI: Detroit Metro Wayne County",38,26,21,1,4,1,90,2,444,537,2137,1773,1013,34,5296,339,7
52113,JFK,"New York, NY: John F. Kennedy International",102,89,148,2,17,7,359,3,1204,1573,9580,8616,8887,124,28580,1373,7
52114,PDX,"Portland, OR: Portland International",41,28,15,1,3,0,88,0,363,451,2121,1651,533,28,4455,122,7
52115,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",271,275,263,2,22,43,832,9,4777,5661,15722,17049,7918,44,42322,1589,7
52116,LAX,"Los Angeles, CA: Los Angeles International",222,224,371,1,33,25,851,5,2677,3558,16225,16613,16042,50,51084,2154,7
52117,DCA,"Washington, DC: Ronald Reagan Washington National",144,149,214,1,17,55,524,20,1983,2582,6965,9374,9936,41,27955,1639,7
52118,MCO,"Orlando, FL: Orlando International",148,125,131,3,17,3,424,7,1230,1664,7901,9104,5362,125,23876,1384,7
52119,DEN,"Denver, CO: Denver International",92,68,62,1,9,3,232,6,710,951,4290,4755,2621,33,12409,710,7
52120,MIA,"Miami, FL: Miami International",319,368,397,2,23,32,1109,37,3543,4721,21970,28502,14684,86,66948,1706,7
52121,IAH,"Houston, TX: George Bush Intercontinental/Houston",63,55,38,2,3,7,161,1,709,878,3781,3631,1731,48,9381,190,7
52122,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",96,74,80,0,10,5,260,4,777,1046,5457,5337,3284,0,14624,546,7
52123,CLT,"Charlotte, NC: Charlotte Douglas International",343,442,416,3,36,44,1240,27,6601,7912,20212,27241,16218,144,66560,2745,7
52124,LAS,"Las Vegas, NV: McCarran International",103,109,55,1,7,8,275,3,1089,1375,6443,7095,2125,47,16027,317,7
52125,IAD,"Washington, DC: Washington Dulles International",35,29,11,0,2,2,77,0,200,279,1757,1711,367,0,4035,200,7
52126,LGA,"New York, NY: LaGuardia",109,140,292,2,23,70,566,10,1697,2343,5368,8966,16835,42,32835,1624,7
52127,SLC,"Salt Lake City, UT: Salt Lake City International",30,23,12,0,4,0,69,2,348,419,1467,1343,480,16,3681,375,7
52128,SAN,"San Diego, CA: San Diego International",49,42,41,0,6,3,138,3,711,855,2591,2573,1467,0,6868,237,7
52129,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",53,46,42,1,6,2,147,3,460,612,2713,2821,1676,35,7827,582,7
52130,TPA,"Tampa, FL: Tampa International",84,68,79,1,12,1,244,2,881,1128,4094,4818,3095,28,12956,921,7
52131,PHL,"Philadelphia, PA: Philadelphia International",201,230,271,0,30,22,733,4,3307,4066,12041,13414,10794,9,38195,1937,7
52132,EWR,"Newark, NJ: Newark Liberty International",67,75,129,0,6,7,277,2,470,756,4369,5797,8476,7,19239,590,7
52133,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,49,32,1,4,5,148,4,554,711,3539,2674,1381,30,7789,165,7
52134,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",57,51,40,1,2,0,151,0,549,700,2531,3021,1535,40,7261,134,7
52135,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1,0,2,0,0,0,3,0,28,31,108,0,85,0,193,0,7
52136,SEA,"Seattle, WA: Seattle/Tacoma International",143,210,222,3,10,14,588,5,4403,5010,10247,13467,6062,61,30389,552,7
52137,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6,2,2,0,0,0,10,1,51,62,201,31,46,0,278,0,7
52138,DCA,"Washington, DC: Ronald Reagan Washington National",2,1,7,0,0,1,11,0,112,124,174,116,373,0,678,15,7
52139,LAX,"Los Angeles, CA: Los Angeles International",25,15,132,0,1,2,173,2,631,808,1829,800,7676,0,10430,125,7
52140,EWR,"Newark, NJ: Newark Liberty International",3,0,7,0,1,0,11,0,51,62,99,0,417,0,595,79,7
52141,BOS,"Boston, MA: Logan International",8,2,5,0,0,0,15,0,140,155,395,58,170,0,623,0,7
52142,MCO,"Orlando, FL: Orlando International",1,0,8,0,2,0,11,2,45,58,17,0,266,0,438,155,7
52143,ORD,"Chicago, IL: Chicago O'Hare International",6,1,16,0,0,0,23,0,173,196,265,24,503,0,792,0,7
52144,PDX,"Portland, OR: Portland International",36,66,37,0,3,0,142,0,1109,1251,1487,3895,944,14,6577,237,7
52145,PHL,"Philadelphia, PA: Philadelphia International",1,0,0,0,1,0,2,1,28,31,112,0,0,0,184,72,7
52146,SFO,"San Francisco, CA: San Francisco International",20,6,52,0,1,0,79,0,409,488,1626,264,2814,0,4751,47,7
52147,SAN,"San Diego, CA: San Diego International",20,19,18,0,0,1,57,1,479,538,916,1206,471,8,2601,0,7
52148,LAS,"Las Vegas, NV: McCarran International",9,12,12,0,0,1,33,1,328,363,439,408,278,0,1125,0,7
52149,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",15,4,6,0,0,0,25,0,161,186,883,113,186,0,1182,0,7
52150,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6,0,8,0,0,0,14,2,139,155,125,0,202,0,327,0,7
52151,DEN,"Denver, CO: Denver International",10,6,7,0,0,0,23,0,159,182,546,168,224,0,945,7,7
52152,SLC,"Salt Lake City, UT: Salt Lake City International",10,9,2,0,0,0,20,2,164,186,619,454,60,0,1133,0,7
52153,IAH,"Houston, TX: George Bush Intercontinental/Houston",0,0,1,0,0,0,1,0,53,54,0,0,23,0,23,0,7
52154,IAD,"Washington, DC: Washington Dulles International",1,0,2,0,0,0,3,0,28,31,37,0,138,0,175,0,7
52155,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1,2,1,0,0,0,4,0,27,31,27,39,52,0,118,0,7
52156,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2,0,0,0,0,0,2,0,29,31,93,0,0,0,93,0,7
52157,TPA,"Tampa, FL: Tampa International",4,0,4,0,1,0,8,0,23,31,196,0,158,0,377,23,7
52158,DTW,"Detroit, MI: Detroit Metro Wayne County",2,0,1,0,0,0,3,0,28,31,144,0,27,0,171,0,7
52159,JFK,"New York, NY: John F. Kennedy International",161,312,319,2,19,64,813,11,3122,4010,10480,21281,23221,76,56389,1331,7
52160,EWR,"Newark, NJ: Newark Liberty International",36,42,94,0,5,11,178,0,399,588,2273,3498,7374,0,13501,356,7
52161,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",121,148,97,1,7,20,374,2,1175,1571,6950,11198,3863,27,22840,802,7
52162,LAS,"Las Vegas, NV: McCarran International",34,37,40,0,2,3,113,1,296,413,1759,1801,1449,0,5144,135,7
52163,BOS,"Boston, MA: Logan International",190,403,220,1,18,24,831,2,2883,3740,11325,27037,9670,30,49234,1172,7
